Province,Year,Investment Value,Category
Manitoba,2024,992.7,Health care and social assistance
Manitoba,2024,47.5,Other services (except public administration)
Manitoba,2024,"1,494.50",Public administration
New Brunswick,2024,40.2,Accommodation and food services
New Brunswick,2024,40.8,"Administrative and support, waste management and remediation services"
New Brunswick,2024,x,"Arts, entertainment and recreation"
New Brunswick,2024,254.9,Educational services
New Brunswick,2024,245.8,Health care and social assistance
New Brunswick,2024,x,Other services (except public administration)
New Brunswick,2024,"1,152.30",Public administration
Newfoundland and Labrador,2024,x,Accommodation and food services
Newfoundland and Labrador,2024,x,"Administrative and support, waste management and remediation services"
Newfoundland and Labrador,2024,x,"Arts, entertainment and recreation"
Newfoundland and Labrador,2024,120.6,Educational services
Newfoundland and Labrador,2024,379,Health care and social assistance
Newfoundland and Labrador,2024,x,Other services (except public administration)
Newfoundland and Labrador,2024,"1,289.80",Public administration
Northwest Territories,2024,x,Accommodation and food services
Northwest Territories,2024,x,"Administrative and support, waste management and remediation services"
Northwest Territories,2024,6.3,"Arts, entertainment and recreation"
Northwest Territories,2024,x,Educational services
Northwest Territories,2024,x,Health care and social assistance
Northwest Territories,2024,x,Other services (except public administration)
Northwest Territories,2024,558.4,Public administration
Nova Scotia,2024,73.9,Accommodation and food services
Nova Scotia,2024,105.4,"Administrative and support, waste management and remediation services"
Nova Scotia,2024,84.6,"Arts, entertainment and recreation"
Nova Scotia,2024,402.5,Educational services
Nova Scotia,2024,691.6,Health care and social assistance
Nova Scotia,2024,59.2,Other services (except public administration)
Nova Scotia,2024,"1,917.80",Public administration
Nunavut,2024,x,Accommodation and food services
Nunavut,2024,x,"Administrative and support, waste management and remediation services"
Nunavut,2024,x,"Arts, entertainment and recreation"
Nunavut,2024,x,Educational services
Nunavut,2024,x,Health care and social assistance
Nunavut,2024,x,Other services (except public administration)
Nunavut,2024,318.4,Public administration
Ontario,2024,1223.2,Accommodation and food services
Ontario,2024,1082.5999999999999,"Administrative and support, waste management and remediation services"
Ontario,2024,1650.4000000000001,"Arts, entertainment and recreation"
Ontario,2024,5163.3999999999996,Educational services
Ontario,2024,4619.6000000000004,Health care and social assistance
Ontario,2024,,Other services (except public administration)
Ontario,2024,14020.700000000001,Public administration
Prince Edward Island,2024,19.9,Accommodation and food services
Prince Edward Island,2024,x,"Administrative and support, waste management and remediation services"
Prince Edward Island,2024,77.8,"Arts, entertainment and recreation"
Prince Edward Island,2024,118.5,Educational services
Prince Edward Island,2024,50.1,Health care and social assistance
Prince Edward Island,2024,x,Other services (except public administration)
Prince Edward Island,2024,316.2,Public administration
Quebec,2024,567,Accommodation and food services
Quebec,2024,670.29999999999995,"Administrative and support, waste management and remediation services"
Quebec,2024,1023.2,"Arts, entertainment and recreation"
Quebec,2024,5540.8000000000002,Educational services
Quebec,2024,4702.6000000000004,Health care and social assistance
Quebec,2024,394.19999999999999,Other services (except public administration)
Quebec,2024,11417.200000000001,Public administration
Saskatchewan,2024,x,Accommodation and food services
Saskatchewan,2024,71.4,"Administrative and support, waste management and remediation services"
Saskatchewan,2024,x,"Arts, entertainment and recreation"
Saskatchewan,2024,323.8,Educational services
Saskatchewan,2024,653.1,Health care and social assistance
Saskatchewan,2024,x,Other services (except public administration)
Saskatchewan,2024,"1,339.30",Public administration
Yukon,2024,28.3,Accommodation and food services
Yukon,2024,x,"Administrative and support, waste management and remediation services"
Yukon,2024,x,"Arts, entertainment and recreation"
Yukon,2024,16.3,Educational services
Yukon,2024,15.5,Health care and social assistance
Yukon,2024,4.9,Other services (except public administration)
Yukon,2024,453.5,Public administration
Alberta,2025,392.1,Accommodation and food services
Alberta,2025,"1,064.30","Arts, entertainment and recreation"
Alberta,2025,"1,895.20",Educational services
Alberta,2025,"1,545.50",Health care and social assistance
Alberta,2025,x,Other services (except public administration)
Alberta,2025,"6,485.60",Public administration
British Columbia,2025,589.89999999999998,Accommodation and food services
British Columbia,2025,775.39999999999998,"Arts, entertainment and recreation"
British Columbia,2025,2960.5999999999999,Educational services
British Columbia,2025,5376.6000000000004,Health care and social assistance
British Columbia,2025,304.39999999999998,Other services (except public administration)
British Columbia,2025,10766.200000000001,Public administration
Manitoba,2025,100.59999999999999,Accommodation and food services
Manitoba,2025,106.2,"Arts, entertainment and recreation"
Manitoba,2025,656.70000000000005,Educational services
Manitoba,2025,1605.2,Health care and social assistance
Manitoba,2025,60.399999999999999,Other services (except public administration)
Manitoba,2025,1453.4000000000001,Public administration
New Brunswick,2025,52.700000000000003,Accommodation and food services
New Brunswick,2025,27.800000000000001,"Administrative and support, waste management and remediation services"
New Brunswick,2025,91.5,"Arts, entertainment and recreation"
New Brunswick,2025,223.80000000000001,Educational services
New Brunswick,2025,276,Health care and social assistance
New Brunswick,2025,32.200000000000003,Other services (except public administration)
New Brunswick,2025,1215.0999999999999,Public administration
Newfoundland and Labrador,2025,26.1,Accommodation and food services
Newfoundland and Labrador,2025,16.1,"Administrative and support, waste management and remediation services"
Newfoundland and Labrador,2025,x,"Arts, entertainment and recreation"
Newfoundland and Labrador,2025,123.4,Educational services
Newfoundland and Labrador,2025,290.4,Health care and social assistance
Newfoundland and Labrador,2025,x,Other services (except public administration)
Newfoundland and Labrador,2025,"1,014.70",Public administration
Northwest Territories,2025,7.2,Accommodation and food services
Northwest Territories,2025,x,"Administrative and support, waste management and remediation services"
Northwest Territories,2025,x,"Arts, entertainment and recreation"
Northwest Territories,2025,x,Educational services
Northwest Territories,2025,53.3,Health care and social assistance
Northwest Territories,2025,x,Other services (except public administration)
Northwest Territories,2025,555.2,Public administration
Nova Scotia,2025,74.1,Accommodation and food services
Nova Scotia,2025,61.5,"Administrative and support, waste management and remediation services"
Nova Scotia,2025,63.5,"Arts, entertainment and recreation"
Nova Scotia,2025,467,Educational services
Nova Scotia,2025,"1,015.80",Health care and social assistance
Nova Scotia,2025,x,Other services (except public administration)
Nova Scotia,2025,"2,071.10",Public administration
Nunavut,2025,3.9,Accommodation and food services
Nunavut,2025,x,"Administrative and support, waste management and remediation services"
Nunavut,2025,x,"Arts, entertainment and recreation"
Nunavut,2025,81.9,Educational services
Nunavut,2025,x,Health care and social assistance
Nunavut,2025,x,Other services (except public administration)
Nunavut,2025,448.3,Public administration
Ontario,2025,1223.2,Accommodation and food services
Ontario,2025,1198.9000000000001,"Administrative and support, waste management and remediation services"
Ontario,2025,1225.5999999999999,"Arts, entertainment and recreation"
Ontario,2025,5783.6000000000004,Educational services
Ontario,2025,5157.1999999999998,Health care and social assistance
Ontario,2025,408,Other services (except public administration)
Ontario,2025,17186.200000000001,Public administration
Prince Edward Island,2025,22,Accommodation and food services
Prince Edward Island,2025,15.6,"Administrative and support, waste management and remediation services"
Prince Edward Island,2025,52.7,"Arts, entertainment and recreation"
Prince Edward Island,2025,128.5,Educational services
Prince Edward Island,2025,120.4,Health care and social assistance
Prince Edward Island,2025,3.4,Other services (except public administration)
Prince Edward Island,2025,382,Public administration
Quebec,2025,588.89999999999998,Accommodation and food services
Quebec,2025,698.5,"Administrative and support, waste management and remediation services"
Quebec,2025,977.10000000000002,"Arts, entertainment and recreation"
Quebec,2025,5490.3999999999996,Educational services
Quebec,2025,3671.4000000000001,Health care and social assistance
Quebec,2025,357.89999999999998,Other services (except public administration)
Quebec,2025,11955.299999999999,Public administration
Saskatchewan,2025,89.799999999999997,Accommodation and food services
Saskatchewan,2025,75.700000000000003,"Administrative and support, waste management and remediation services"
Saskatchewan,2025,96,"Arts, entertainment and recreation"
Saskatchewan,2025,359.10000000000002,Educational services
Saskatchewan,2025,822.39999999999998,Health care and social assistance
Saskatchewan,2025,69.200000000000003,Other services (except public administration)
Saskatchewan,2025,1664.3,Public administration
Yukon,2025,32.1,Accommodation and food services
Yukon,2025,x,"Administrative and support, waste management and remediation services"
Yukon,2025,x,"Arts, entertainment and recreation"
Yukon,2025,x,Educational services
Yukon,2025,x,Health care and social assistance
Yukon,2025,x,Other services (except public administration)
Yukon,2025,457.5,Public administration
Alberta,2026,653,Accommodation and food services
Alberta,2026,1174.2,"Arts, entertainment and recreation"
Alberta,2026,1828.3,Educational services
Alberta,2026,1594.7,Health care and social assistance
Alberta,2026,217.40000000000001,Other services (except public administration)
Alberta,2026,6243.5,Public administration
British Columbia,2026,760.29999999999995,Accommodation and food services
British Columbia,2026,661.89999999999998,"Arts, entertainment and recreation"
British Columbia,2026,3167.6999999999998,Educational services
British Columbia,2026,5666.3999999999996,Health care and social assistance
British Columbia,2026,231.5,Other services (except public administration)
British Columbia,2026,10272.200000000001,Public administration
Manitoba,2026,64.099999999999994,Accommodation and food services
Manitoba,2026,104.3,"Arts, entertainment and recreation"
Manitoba,2026,753.39999999999998,Educational services
Manitoba,2026,941.89999999999998,Health care and social assistance
Manitoba,2026,54.100000000000001,Other services (except public administration)
Manitoba,2026,1623.0999999999999,Public administration
New Brunswick,2026,54,Accommodation and food services
New Brunswick,2026,29,"Administrative and support, waste management and remediation services"
New Brunswick,2026,171.59999999999999,"Arts, entertainment and recreation"
New Brunswick,2026,348.80000000000001,Educational services
New Brunswick,2026,311.60000000000002,Health care and social assistance
New Brunswick,2026,19.5,Other services (except public administration)
New Brunswick,2026,1245.7,Public administration
Newfoundland and Labrador,2026,27.4,Accommodation and food services
Newfoundland and Labrador,2026,16.5,"Administrative and support, waste management and remediation services"
Newfoundland and Labrador,2026,x,"Arts, entertainment and recreation"
Newfoundland and Labrador,2026,103.7,Educational services
Newfoundland and Labrador,2026,299.8,Health care and social assistance
Newfoundland and Labrador,2026,19,Other services (except public administration)
Newfoundland and Labrador,2026,998.8,Public administration
Northwest Territories,2026,8.6,Accommodation and food services
Northwest Territories,2026,3.6,"Administrative and support, waste management and remediation services"
Northwest Territories,2026,x,"Arts, entertainment and recreation"
Northwest Territories,2026,28,Educational services
Northwest Territories,2026,66.3,Health care and social assistance
Northwest Territories,2026,x,Other services (except public administration)
Northwest Territories,2026,655.1,Public administration
Nova Scotia,2026,72.599999999999994,Accommodation and food services
Nova Scotia,2026,51,"Administrative and support, waste management and remediation services"
Nova Scotia,2026,66.799999999999997,"Arts, entertainment and recreation"
Nova Scotia,2026,478.19999999999999,Educational services
Nova Scotia,2026,993.60000000000002,Health care and social assistance
Nova Scotia,2026,30.300000000000001,Other services (except public administration)
Nova Scotia,2026,1975.7,Public administration
Nunavut,2026,5.5,Accommodation and food services
Nunavut,2026,0.5,"Administrative and support, waste management and remediation services"
Nunavut,2026,x,"Arts, entertainment and recreation"
Nunavut,2026,54.6,Educational services
Nunavut,2026,38.8,Health care and social assistance
Nunavut,2026,x,Other services (except public administration)
Nunavut,2026,421.3,Public administration
Ontario,2026,1421.3,Accommodation and food services
Ontario,2026,1173.7,"Administrative and support, waste management and remediation services"
Ontario,2026,1100.5,"Arts, entertainment and recreation"
Ontario,2026,5635.8000000000002,Educational services
Ontario,2026,5808.6000000000004,Health care and social assistance
Ontario,2026,429.89999999999998,Other services (except public administration)
Ontario,2026,19796.700000000001,Public administration
Prince Edward Island,2026,23.7,Accommodation and food services
Prince Edward Island,2026,10.9,"Administrative and support, waste management and remediation services"
Prince Edward Island,2026,61.4,"Arts, entertainment and recreation"
Prince Edward Island,2026,147.9,Educational services
Prince Edward Island,2026,178.3,Health care and social assistance
Prince Edward Island,2026,x,Other services (except public administration)
Prince Edward Island,2026,402.8,Public administration
Quebec,2026,626.20000000000005,Accommodation and food services
Quebec,2026,665.5,"Administrative and support, waste management and remediation services"
Quebec,2026,903.39999999999998,"Arts, entertainment and recreation"
Quebec,2026,4307.1999999999998,Educational services
Quebec,2026,3997.5999999999999,Health care and social assistance
Quebec,2026,,Other services (except public administration)
Quebec,2026,12665.1,Public administration
Saskatchewan,2026,98.200000000000003,Accommodation and food services
Saskatchewan,2026,98.900000000000006,"Administrative and support, waste management and remediation services"
Saskatchewan,2026,82,"Arts, entertainment and recreation"
Saskatchewan,2026,390.89999999999998,Educational services
Saskatchewan,2026,816.20000000000005,Health care and social assistance
Saskatchewan,2026,79,Other services (except public administration)
Saskatchewan,2026,1541.2,Public administration
Yukon,2026,9.4,Accommodation and food services
Yukon,2026,1.1,"Administrative and support, waste management and remediation services"
Yukon,2026,x,"Arts, entertainment and recreation"
Yukon,2026,38.3,Educational services
Yukon,2026,9.3,Health care and social assistance
Yukon,2026,0.8,Other services (except public administration)
Yukon,2026,543.9,Public administration
